AÑO;DISTRITO;BARRIO;Hombre Españoles 0 a 15 años;Hombre Españoles 16 a 64 años;Hombre Españoles 65 y más años;Hombre Españoles No consta;Mujeres Españolas 0 a 15 años;Mujeres Españolas 16 a 64 años;Mujeres Españolas 65 y más años;Mujeres Españolas No consta;Hombre Extranjero 0 a 15 años;Hombre Extranjero 16 a 64 años;Hombre Extranjero 65 y más años;Hombre Extranjero No consta;Mujeres Extranjera 0 a 15 años;Mujeres Extranjera 16 a 64 años;Mujeres Extranjera 65 y más años;Mujeres Extranjera No consta
2019;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;
2019;16. Hortaleza;16. Hortaleza;15.574;52.140;14.283;0;14.805;54.426;20.373;0;1.870;7.245;472;0;1.711;9.579;748;0
2019;16. Hortaleza;161. Palomas;610;1.928;476;0;564;2.001;545;0;102;229;15;0;68;325;28;0
2019;16. Hortaleza;162. Piovera;1.091;3.937;965;0;1.026;4.394;1.108;0;272;723;61;0;229;955;74;0
2019;16. Hortaleza;163. Canillas;2.208;10.376;4.345;0;2.019;11.011;6.273;0;311;1.435;82;0;251;1.828;142;0
2019;16. Hortaleza;164. Pinar del Rey;2.850;13.116;5.318;0;2.669;14.120;8.105;0;437;2.278;116;0;431;2.871;182;0
2019;16. Hortaleza;165. Apóstol Santiago;832;4.558;1.231;0;810;4.461;1.939;0;104;575;38;0;109;749;67;0
2019;16. Hortaleza;166. Valdefuentes;7.983;18.225;1.948;0;7.717;18.439;2.403;0;644;2.005;160;0;623;2.851;255;0
2019;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;
2019;17. Villaverde;17. Villaverde;10.151;37.321;9.904;0;9.489;39.396;14.762;0;2.591;13.565;415;0;2.524;14.012;677;0
2019;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;2.882;11.288;2.875;0;2.755;11.870;4.402;0;802;4.220;113;0;841;4.399;190;0
2019;17. Villaverde;172. San Cristóbal;1.127;3.376;647;0;1.023;3.534;1.107;0;514;2.611;70;0;496;2.360;121;0
2019;17. Villaverde;173. Butarque;2.236;5.652;707;0;2.120;5.985;951;0;271;1.135;47;0;220;1.307;90;0
2019;17. Villaverde;174. Los Rosales;2.226;9.464;2.552;0;2.067;10.049;3.543;0;582;3.213;108;0;533;3.304;149;0
2019;17. Villaverde;175. Ángeles;1.680;7.541;3.123;0;1.524;7.958;4.759;0;422;2.386;77;0;434;2.642;127;0
2019;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;
2019;18. Villa de Vallecas;18. Villa de Vallecas;9.965;32.254;5.767;0;9.265;33.317;8.043;0;1.282;6.087;251;0;1.179;6.858;465;0
2019;18. Villa de Vallecas;181. Casco Histórico de Vallecas;2.671;10.454;2.582;0;2.624;10.750;3.753;0;645;2.824;108;0;569;3.075;186;0
2019;18. Villa de Vallecas;182. Santa Eugenia;1.318;6.786;2.293;0;1.127;7.019;3.128;0;195;1.006;37;0;204;1.090;85;0
2019;18. Villa de Vallecas;183. Ensanche de Vallecas;5.976;15.014;892;0;5.514;15.548;1.162;0;442;2.257;106;0;406;2.693;194;0
2019;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;
2019;19. Vicálvaro;19. Vicálvaro;5.954;21.347;4.297;0;5.692;22.207;5.924;0;759;3.985;155;0;725;4.187;253;0
2019;19. Vicálvaro;191. Casco Histórico de Vicálvaro;2.094;8.379;2.885;0;1.968;8.450;4.130;0;611;3.074;98;0;579;3.128;152;0
2019;19. Vicálvaro;192. Valdebernardo;1.001;5.812;901;0;960;6.406;1.149;0;79;526;31;0;82;550;49;0
2019;19. Vicálvaro;193. Valderribas;2.348;5.637;463;0;2.294;5.928;596;0;41;242;21;0;34;319;38;0
2019;19. Vicálvaro;194. El Cañaveral;511;1.519;48;0;470;1.423;49;0;28;143;5;0;30;190;14;0
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;
2019;20. San Blas-Canillejas;20. San Blas-Canillejas;10.174;44.261;10.612;0;9.824;46.227;16.250;0;1.694;8.738;307;0;1.516;10.038;614;0
2019;20. San Blas-Canillejas;201. Simancas;1.748;7.446;1.554;0;1.725;7.818;2.655;0;378;2.266;67;0;313;2.346;134;0
2019;20. San Blas-Canillejas;202. Hellín;482;2.447;681;0;471;2.497;1.258;0;110;562;18;0;103;700;30;0
2019;20. San Blas-Canillejas;203. Amposta;537;2.225;518;0;522;2.307;1.012;0;130;664;17;0;133;784;36;0
2019;20. San Blas-Canillejas;204. Arcos;1.615;7.154;1.474;0;1.585;7.306;2.587;0;217;1.112;38;0;176;1.287;91;0
2019;20. San Blas-Canillejas;205. Rosas;2.232;10.030;1.996;0;2.177;10.636;2.495;0;147;682;33;0;174;868;63;0
2019;20. San Blas-Canillejas;206. Rejas;1.503;4.558;709;0;1.387;4.667;1.072;0;242;1.223;49;0;203;1.394;91;0
2019;20. San Blas-Canillejas;207. Canillejas;1.494;7.100;2.638;0;1.406;7.448;3.829;0;398;1.864;62;0;354;2.206;126;0
2019;20. San Blas-Canillejas;208. El Salvador;563;3.301;1.042;0;551;3.548;1.342;0;72;365;23;0;60;453;43;0
2019;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;
2019;21. Barajas;21. Barajas;4.239;13.905;3.738;0;3.919;14.220;4.918;0;337;1.853;98;0;348;2.297;203;0
2019;21. Barajas;211. Alameda de Osuna;1.649;5.076;2.157;0;1.388;5.290;2.834;0;73;443;32;0;93;551;71;0
2019;21. Barajas;212. Aeropuerto;115;543;111;0;124;426;162;0;34;182;3;0;24;188;6;0
2019;21. Barajas;213. Casco Histórico de Barajas;344;2.004;599;0;336;1.976;771;0;81;549;16;0;96;696;36;0
2019;21. Barajas;214. Timón;1.257;3.916;552;0;1.271;4.138;740;0;114;502;37;0;109;621;75;0
2019;21. Barajas;215. Corralejos;874;2.366;319;0;800;2.390;411;0;35;177;10;0;26;241;15;0
