AÑO;DISTRITO;BARRIO;Andalucía Hombre;Andalucía Mujer;Aragón Hombre;Aragón Mujer;Principado de Asturias Hombre;Principado de Asturias Mujer;Islas Baleares Hombre;Islas Baleares Mujer;Canarias Hombre;Canarias Mujer;Cantabria Hombre;Cantabria Mujer;Castilla y León Hombre;Castilla y León Mujer;Castilla-La Mancha Hombre;Castilla-La Mancha Mujer;Cataluña Hombre;Cataluña Mujer;Extremadura Hombre;Extremadura Mujer;Galicia Hombre;Galicia Mujer;Comunidad de Madrid Hombre;Comunidad de Madrid Mujer;Región de Murcia Hombre;Región de Murcia Mujer;Comunidad Foral de Navarra Hombre;Comunidad Foral de Navarra Mujer;Comunitat Valenciana Hombre;Comunitat Valenciana Mujer;País Vasco Hombre;País Vasco Mujer;La Rioja Hombre;La Rioja Mujer;Ciudad Autónoma de Ceuta Hombre;Ciudad Autónoma de Ceuta Mujer;Ciudad Autónoma de Melilla Hombre;Ciudad Autónoma de Melilla Mujer;Otro país Hombre;Otro país Mujer;No consta Hombre;No consta Mujer
2018;02. Arganzuela;023. Chopera;396;450;68;88;64;96;10;10;32;21;34;52;600;940;597;863;66;86;222;325;148;206;4.392;4.789;44;54;26;36;95;112;71;107;16;18;7;8;19;17;966;1.251;0;0
2018;02. Arganzuela;024. Legazpi;423;442;92;87;109;128;5;15;31;26;42;50;636;799;469;551;99;89;183;226;175;186;5.869;5.784;60;60;42;33;122;102;124;128;21;37;7;9;3;10;484;625;0;0
2018;02. Arganzuela;025. Delicias;613;652;115;132;147;162;15;16;41;30;64;56;889;1.273;881;1.105;132;136;301;456;201;277;6.790;7.101;77;81;38;51;162;168;136;157;24;33;9;11;15;12;985;1.307;0;0
2018;02. Arganzuela;026. Palos de Moguer;632;652;109;136;154;168;18;12;43;37;54;68;848;1.159;833;1.112;139;146;334;441;203;267;5.298;5.799;73;94;39;50;177;169;137;189;35;44;9;13;7;10;1.128;1.352;0;1
2018;02. Arganzuela;027. Atocha;16;19;4;4;6;5;0;1;1;0;1;1;37;50;28;30;5;6;12;15;4;6;424;389;4;0;1;0;1;4;3;3;0;2;0;0;1;0;25;40;0;0
2018;03. Retiro;03. Retiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;03. Retiro;03. Retiro;2.474;3.067;532;728;544;642;90;99;188;212;308;415;3.581;5.314;2.943;4.176;593;770;982;1.351;940;1.190;31.903;34.989;360;389;196;236;696;818;701;976;116;191;67;66;65;83;2.969;4.243;3;2
2018;03. Retiro;031. Pacífico;698;852;139;199;161;186;26;26;46;50;90;107;1.092;1.703;934;1.373;126;207;298;401;245;317;8.364;9.372;96;119;48;61;167;195;165;228;34;49;20;16;19;30;969;1.335;2;1
2018;03. Retiro;032. Adelfas;411;477;65;100;79;81;9;8;30;31;41;52;671;993;553;739;97;105;180;230;126;147;5.078;5.532;55;44;24;28;107;102;81;96;13;24;5;5;5;7;422;533;1;1
2018;03. Retiro;033. Estrella;450;582;100;147;92;112;17;17;35;39;57;71;738;983;555;746;105;128;208;264;176;220;6.942;7.399;81;69;50;54;136;188;131;204;29;53;12;10;9;12;398;643;0;0
2018;03. Retiro;034. Ibiza;441;564;101;141;102;141;15;17;27;32;55;87;494;822;450;718;119;154;160;258;178;248;5.372;6.022;55;82;34;41;106;155;153;217;13;27;5;13;6;10;625;959;0;0
2018;03. Retiro;035. Los Jerónimos;193;209;48;64;37;44;10;11;25;23;24;33;172;221;133;180;56;58;47;65;101;98;1.648;1.770;35;28;18;17;67;45;64;67;11;16;14;15;16;17;244;303;0;0
2018;03. Retiro;036. Niño Jesús;281;383;79;77;73;78;13;20;25;37;41;65;414;592;318;420;90;118;89;133;114;160;4.499;4.894;38;47;22;35;113;133;107;164;16;22;11;7;10;7;311;470;0;0
2018;04. Salamanca;04. Salamanca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;04. Salamanca;04. Salamanca;3.280;4.232;628;962;876;1.243;118;117;239;289;504;744;3.942;5.924;2.767;4.030;949;1.138;1.070;1.552;1.368;1.845;32.477;36.397;463;589;305;440;947;1.249;1.224;1.781;163;280;40;79;74;93;4.806;7.254;1;1
2018;04. Salamanca;041. Recoletos;374;460;59;99;128;164;22;24;33;44;81;103;339;452;196;269;154;161;87;116;178;187;3.241;3.424;41;61;47;77;131;138;221;308;23;28;3;3;7;6;577;897;0;0
2018;04. Salamanca;042. Goya;643;872;145;219;181;279;21;23;40;52;90;161;771;1.197;662;893;182;254;210;365;292;369;6.241;7.165;104;120;62;79;186;246;235;334;37;61;4;11;18;20;1.022;1.544;0;0
2018;04. Salamanca;043. Fuente del Berro;472;578;80;116;117;152;17;12;46;34;43;80;693;1.045;487;729;100;143;197;268;163;273;4.662;5.364;59;83;22;53;129;151;118;157;20;34;11;11;5;11;712;1.043;0;0
2018;04. Salamanca;044. Guindalera;949;1.180;174;278;204;283;28;26;66;84;150;206;1.229;1.874;831;1.223;242;273;307;423;367;484;10.327;11.269;143;164;70;97;260;338;243;368;53;84;12;26;28;29;1.244;1.785;1;1
2018;04. Salamanca;045. Lista;444;647;101;151;124;197;11;17;23;41;77;95;548;868;388;616;145;158;174;259;200;307;4.475;5.087;61;94;49;68;126;208;165;279;17;46;7;21;11;16;678;1.010;0;0
2018;04. Salamanca;046. Castellana;398;495;69;99;122;168;19;15;31;34;63;99;362;488;203;300;126;149;95;121;168;225;3.531;4.088;55;67;55;66;115;168;242;335;13;27;3;7;5;11;573;975;0;0
2018;05. Chamartín;05. Chamartín;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;05. Chamartín;05. Chamartín;3.050;3.803;711;978;871;1.134;138;126;278;339;518;745;4.027;5.995;2.198;3.125;1.041;1.180;843;1.258;1.260;1.766;37.982;40.794;431;546;342;397;900;1.163;1.313;1.852;237;315;55;71;83;96;4.208;6.505;1;2
2018;05. Chamartín;051. El Viso;376;468;77;100;90;132;21;14;34;39;63;83;324;489;195;262;146;121;79;105;157;180;4.575;4.888;42;50;62;58;109;144;218;297;22;28;4;7;10;11;496;847;0;0
2018;05. Chamartín;052. Prosperidad;780;937;172;250;183;263;29;28;58;73;101;170;1.201;1.904;675;1.004;203;215;236;406;319;423;8.960;9.822;111;131;54;79;226;324;246;338;52;82;22;17;23;25;1.162;1.632;1;1
2018;05. Chamartín;053. Ciudad Jardín;362;451;64;127;109;125;12;15;30;42;55;78;511;839;329;470;104;128;117;192;146;211;4.587;4.991;47;58;38;41;113;139;132;197;20;33;4;8;10;19;639;969;0;0
2018;05. Chamartín;054. Hispanoamérica;699;844;186;235;198;272;21;22;69;77;145;204;894;1.264;458;663;253;311;179;266;280;413;8.462;9.214;104;148;77;106;211;245;310;448;61;73;13;23;25;15;755;1.288;0;0
2018;05. Chamartín;055. Nueva España;432;612;132;163;179;224;27;29;57;63;97;133;592;795;264;352;220;252;100;158;212;320;6.875;7.106;68;84;76;70;143;223;282;375;52;57;7;12;5;11;662;1.097;0;1
2018;05. Chamartín;056. Castilla;401;491;80;103;112;118;28;18;30;45;57;77;505;704;277;374;115;153;132;131;146;219;4.523;4.773;59;75;35;43;98;88;125;197;30;42;5;4;10;15;494;672;0;0
2018;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;06. Tetuán;06. Tetuán;3.089;3.287;527;650;702;890;94;106;195;203;365;439;5.052;7.177;2.686;3.751;646;735;1.224;1.792;1.252;1.579;33.095;34.970;373;392;182;251;815;806;715;885;165;224;51;73;68;74;7.947;11.435;2;3
2018;06. Tetuán;061. Bellas Vistas;467;495;84;85;112;142;16;18;25;32;55;71;961;1.390;519;669;94;116;193;294;191;215;5.581;5.805;48;43;21;39;117;143;86;100;23;34;3;13;11;3;1.790;2.592;1;0
2018;06. Tetuán;062. Cuatro Caminos;879;1.005;168;227;210;296;29;40;55;61;110;143;1.221;1.689;654;896;171;234;303;434;388;558;7.163;7.722;116;128;72;83;260;255;233;314;50;77;17;18;22;25;1.363;2.066;0;1
2018;06. Tetuán;063. Castillejos;484;517;108;154;127;173;16;14;40;49;66;82;711;1.025;348;532;148;135;147;246;223;255;4.294;4.662;76;90;34;51;151;150;146;169;43;43;16;14;10;18;797;1.155;0;0
2018;06. Tetuán;064. Almenara;438;453;55;60;71;88;13;14;28;23;44;46;615;847;340;513;73;79;206;282;132;164;5.693;6.049;43;57;16;24;73;72;89;87;10;27;7;11;7;14;1.021;1.462;1;1
2018;06. Tetuán;065. Valdeacederas;441;432;53;67;96;85;13;14;22;19;44;45;788;1.065;408;533;82;78;196;272;174;181;5.558;5.637;45;35;21;25;105;92;83;112;21;26;4;12;7;7;1.377;1.940;0;0
2018;06. Tetuán;066. Berruguete;380;385;59;57;86;106;7;6;25;19;46;52;756;1.161;417;608;78;93;179;264;144;206;4.806;5.095;45;39;18;29;109;94;78;103;18;17;4;5;11;7;1.599;2.220;0;1
2018;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;07. Chamberí;07. Chamberí;3.345;4.064;717;958;987;1.321;136;129;247;328;470;741;4.509;7.134;2.906;4.229;849;987;1.212;1.770;1.466;2.077;30.416;34.573;535;556;276;422;931;1.247;1.122;1.628;245;336;61;86;74;85;4.321;6.288;2;5
2018;07. Chamberí;071. Gaztambide;549;656;123;152;174;242;18;16;40;49;77;114;824;1.275;580;874;107;155;245;342;272;388;4.871;5.473;113;100;36;53;126;193;146;205;55;56;5;13;16;14;682;994;0;0
2018;07. Chamberí;072. Arapiles;567;737;115;146;196;253;14;20;45;61;72;128;868;1.413;573;809;127;114;251;332;232;321;5.210;5.920;94;98;47;55;178;189;159;240;59;77;16;13;12;12;818;1.096;1;3
2018;07. Chamberí;073. Trafalgar;612;661;108;147;183;211;17;19;34;44;82;117;777;1.154;431;681;167;188;200;282;266;367;5.238;6.022;92;88;45;69;172;241;209;270;23;54;7;8;11;9;888;1.244;0;1
2018;07. Chamberí;074. Almagro;453;567;107;106;129;177;37;28;35;49;67;104;501;747;296;396;167;170;98;167;196;272;4.275;4.887;71;78;52;101;140;170;257;357;30;34;6;11;7;7;689;1.023;0;0
2018;07. Chamberí;075. Ríos Rosas;657;799;147;223;178;238;27;25;53;63;92;156;863;1.406;549;772;168;221;218;362;277;416;6.028;6.776;82;92;57;79;179;232;216;359;42;63;17;32;11;24;868;1.283;1;0
2018;07. Chamberí;076. Vallehermoso;507;644;117;184;127;200;23;21;40;62;80;122;676;1.139;477;697;113;139;200;285;223;313;4.794;5.495;83;100;39;65;136;222;135;197;36;52;10;9;17;19;376;648;0;1
2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;5.090;5.715;893;1.015;1.035;1.235;151;158;342;344;582;683;8.504;11.369;4.760;6.348;1.279;1.392;2.464;3.462;1.840;2.289;70.049;71.474;621;641;339;401;1.151;1.210;1.338;1.549;213;312;76;86;107;128;6.857;9.584;1;2
2018;08. Fuencarral-El Pardo;081. El Pardo;165;111;11;11;16;13;0;0;5;5;5;3;99;153;96;103;18;17;49;64;29;37;1.041;1.037;17;6;3;4;39;18;10;6;3;4;1;0;4;2;54;68;0;0
2018;08. Fuencarral-El Pardo;082. Fuentelarreina;62;77;21;14;24;24;4;5;7;11;12;18;79;98;36;43;29;31;9;21;36;41;931;996;16;15;6;5;18;14;44;49;1;5;1;1;1;1;88;163;0;0
2018;08. Fuencarral-El Pardo;083. Peñagrande;841;1.048;138;159;153;207;21;22;55;37;62;104;1.867;2.523;1.054;1.349;162;199;492;661;296;399;12.403;12.877;101;109;44;58;184;175;172;203;39;55;12;18;16;25;1.210;1.646;0;0
2018;08. Fuencarral-El Pardo;084. Pilar;1.012;1.269;130;171;162;205;21;31;50;53;95;107;1.867;2.737;1.200;1.783;166;171;780;1.150;310;407;10.830;11.094;70;100;40;54;176;196;141;183;33;54;17;17;23;33;1.704;2.438;0;0
2018;08. Fuencarral-El Pardo;085. La Paz;720;838;191;197;173;218;20;17;43;57;118;148;1.661;2.118;807;1.020;158;177;354;468;351;438;9.012;9.507;142;115;47;57;161;176;188;229;60;76;10;15;24;26;705;954;0;0
2018;08. Fuencarral-El Pardo;086. Valverde;1.199;1.266;174;209;260;278;35;44;100;95;143;143;1.590;2.097;864;1.198;332;339;450;649;392;485;18.599;18.666;138;139;67;88;261;321;325;383;39;60;17;18;19;13;2.079;2.914;0;0
2018;08. Fuencarral-El Pardo;087. Mirasierra;647;718;155;181;154;185;30;22;46;58;102;115;913;1.113;471;577;260;304;204;284;283;319;10.864;11.029;79;108;95;104;196;193;310;348;25;39;11;13;15;23;680;983;1;2
2018;08. Fuencarral-El Pardo;088. El Goloso;444;388;73;73;93;105;20;17;36;28;45;45;428;530;232;275;154;154;126;165;143;163;6.369;6.268;58;49;37;31;116;117;148;148;13;19;7;4;5;5;337;418;0;0
2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;09. Moncloa-Aravaca;09. Moncloa-Aravaca;2.267;2.598;455;523;589;759;77;102;193;228;346;428;3.868;5.541;2.127;2.952;651;729;947;1.421;1.146;1.413;31.816;33.255;350;347;166;241;657;756;818;1.043;121;179;52;59;69;73;3.421;5.189;0;0
2018;09. Moncloa-Aravaca;091. Casa de Campo;239;286;50;56;63;64;7;13;27;30;40;43;513;734;246;406;47;59;102;186;126;123;3.509;3.699;36;38;14;26;60;73;78;92;12;23;4;11;9;10;291;476;0;0
2018;09. Moncloa-Aravaca;092. Argüelles;633;667;112;151;160;225;20;31;47;54;85;124;804;1.160;536;695;153;173;231;310;300;374;5.160;5.668;99;115;44;70;199;240;154;190;35;41;26;18;25;25;766;1.150;0;0
2018;09. Moncloa-Aravaca;093. Ciudad Universitaria;346;354;93;90;72;132;15;9;36;36;47;59;620;853;311;463;87;124;144;204;199;222;4.062;4.389;69;57;26;35;107;114;128;153;27;36;5;6;10;15;407;580;0;0
2018;09. Moncloa-Aravaca;094. Valdezarza;445;616;74;89;103;118;11;19;29;30;70;66;1.174;1.780;643;906;89;92;302;464;193;277;7.728;8.085;48;62;24;34;110;112;87;122;19;39;11;13;8;12;1.097;1.540;0;0
2018;09. Moncloa-Aravaca;095. Valdemarín;97;115;28;25;42;57;9;8;12;19;23;29;126;149;46;63;64;60;19;36;70;76;2.142;2.204;14;8;15;25;38;36;81;106;4;6;0;0;3;1;155;278;0;0
2018;09. Moncloa-Aravaca;096. El Plantío;52;55;8;10;15;25;2;2;3;4;10;15;52;75;23;29;20;21;6;11;23;40;843;865;6;4;2;6;22;17;21;35;3;1;1;2;2;3;76;123;0;0
2018;09. Moncloa-Aravaca;097. Aravaca;455;505;90;102;134;138;13;20;39;55;71;92;579;790;322;390;191;200;143;210;235;301;8.372;8.345;78;63;41;45;121;164;269;345;21;33;5;9;12;7;629;1.042;0;0
2018;10. Latina;10. Latina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;10. Latina;10. Latina;3.699;4.676;423;451;579;826;100;91;191;237;267;341;8.574;11.769;6.223;8.217;593;625;3.181;4.625;1.309;1.721;55.717;57.412;346;437;125;174;689;681;488;618;145;166;74;85;124;139;10.522;14.139;1;3
2018;10. Latina;101. Los Cármenes;256;329;28;26;37;59;5;12;15;28;15;28;469;654;375;455;39;51;165;254;108;149;4.632;4.710;24;18;12;14;47;54;39;43;7;7;4;5;5;5;719;961;0;0
2018;10. Latina;102. Puerta del Ángel;670;792;102;90;139;191;23;19;48;50;69;79;1.127;1.660;851;1.212;127;111;385;602;254;353;9.094;9.543;81;107;24;45;157;145;118;150;32;35;12;17;15;24;2.177;2.872;0;0
2018;10. Latina;103. Lucero;454;636;53;63;79;110;11;9;27;23;31;44;1.107;1.524;857;1.141;69;89;361;562;194;248;8.666;8.877;41;50;24;16;94;106;59;75;20;22;8;10;16;14;1.827;2.350;0;1
2018;10. Latina;104. Aluche;984;1.312;89;119;156;246;18;21;31;59;79;96;2.988;4.134;1.971;2.615;160;156;996;1.450;369;499;14.213;14.739;77;91;30;50;159;170;125;148;38;56;11;14;30;36;3.000;4.051;1;1
2018;10. Latina;105. Campamento;366;438;70;58;46;44;22;9;31;36;18;26;694;963;477;569;51;73;346;425;141;149;3.972;4.057;62;66;15;15;77;57;42;56;17;22;23;21;27;32;868;1.205;0;0
2018;10. Latina;106. Cuatro Vientos;98;68;6;10;12;11;2;2;6;4;1;3;116;120;97;96;20;18;45;46;34;23;2.091;2.019;6;8;4;4;24;19;22;18;2;1;1;1;3;1;151;240;0;0
2018;10. Latina;107. Águilas;871;1.101;75;85;110;165;19;19;33;37;54;65;2.073;2.714;1.595;2.129;127;127;883;1.286;209;300;13.049;13.467;55;97;16;30;131;130;83;128;29;23;15;17;28;27;1.780;2.460;0;1
2018;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;11. Carabanchel;11. Carabanchel;3.372;4.332;306;425;498;711;78;74;186;179;214;274;6.626;9.318;5.960;8.257;569;592;2.961;4.365;956;1.245;57.889;59.821;309;344;93;120;571;625;484;549;97;148;54;71;88;90;13.968;18.408;2;2
2018;11. Carabanchel;111. Comillas;415;478;47;72;64;82;10;6;19;29;37;28;618;973;628;919;83;64;219;361;103;151;4.745;5.039;50;54;7;18;74;82;61;70;20;23;5;12;14;19;1.171;1.571;1;0
2018;11. Carabanchel;112. Opañel;456;553;51;69;91;116;15;6;31;23;33;38;939;1.348;827;1.109;71;68;375;581;148;194;6.674;7.374;43;58;12;22;77;89;67;70;12;30;10;16;6;8;1.897;2.544;0;0
2018;11. Carabanchel;113. San Isidro;554;698;47;75;83;134;13;16;29;30;36;45;1.016;1.504;844;1.187;91;107;459;587;159;227;8.733;9.056;49;45;16;22;105;114;76;102;13;31;12;16;11;19;2.266;2.817;1;0
2018;11. Carabanchel;114. Vista Alegre;578;803;52;78;79;126;10;12;24;26;28;51;1.358;1.937;1.207;1.766;100;114;620;926;161;226;8.929;9.317;46;64;16;20;83;96;75;88;15;20;10;9;25;21;2.857;4.024;0;0
2018;11. Carabanchel;115. Puerta Bonita;437;582;43;29;60;72;5;8;19;22;25;42;821;1.183;789;1.102;60;68;390;641;118;136;7.621;7.726;43;36;13;8;63;85;50;53;11;6;7;6;15;10;2.107;2.652;0;1
2018;11. Carabanchel;116. Buenavista;602;718;43;52;75;107;15;14;50;36;36;42;1.152;1.403;1.005;1.275;115;117;606;799;139;170;13.993;13.881;41;44;20;18;100;88;104;97;17;19;5;6;8;5;1.798;2.317;0;1
2018;11. Carabanchel;117. Abrantes;330;500;23;50;46;74;10;12;14;13;19;28;722;970;660;899;49;54;292;470;128;141;7.194;7.428;37;43;9;12;69;71;51;69;9;19;5;6;9;8;1.872;2.483;0;0
2018;12. Usera;12. Usera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;12. Usera;12. Usera;1.863;2.371;156;215;254;324;35;55;76;85;106;127;2.553;3.579;2.867;3.989;275;271;1.605;2.345;443;573;32.093;32.824;139;183;45;55;281;292;197;263;31;48;28;29;24;42;7.652;10.393;0;1
2018;12. Usera;121. Orcasitas;427;559;21;32;26;36;8;6;18;12;14;11;333;512;607;885;50;45;394;597;54;74;7.191;7.278;20;23;9;12;46;49;29;38;2;3;5;5;2;2;639;883;0;0
2018;12. Usera;122. Orcasur;227;298;7;14;21;29;4;10;8;9;7;10;188;270;307;381;30;32;150;228;33;48;3.965;3.866;15;26;6;6;26;35;18;15;6;2;1;6;1;6;693;784;0;0
2018;12. Usera;123. San Fermín;314;382;27;36;57;48;2;7;14;18;23;19;429;574;466;569;47;44;288;393;83;96;6.008;5.950;16;23;4;12;48;54;33;42;3;3;5;6;7;13;1.234;1.714;0;0
2018;12. Usera;124. Almendrales;262;316;29;30;50;49;7;10;10;13;16;17;414;613;378;585;39;38;202;286;74;101;4.174;4.296;26;31;8;9;45;46;35;51;5;10;4;3;2;3;1.397;2.018;0;0
2018;12. Usera;125. Moscardó;299;379;42;67;58;88;8;14;15;20;23;38;595;802;516;677;62;57;201;304;93;143;5.058;5.419;38;51;10;9;55;65;50;73;9;21;11;5;6;10;1.605;2.213;0;0
2018;12. Usera;126. Zofío;152;189;13;17;15;36;1;4;7;9;9;14;286;381;292;412;24;33;166;241;49;51;2.884;3.056;9;17;5;3;29;19;19;22;2;6;2;2;3;3;969;1.218;0;1
2018;12. Usera;127. Pradolongo;182;248;17;19;27;38;5;4;4;4;14;18;308;427;301;480;23;22;204;296;57;60;2.813;2.959;15;12;3;4;32;24;13;22;4;3;0;2;3;5;1.115;1.563;0;0
2018;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;13. Puente de Vallecas;13. Puente de Vallecas;4.355;5.443;255;264;315;383;72;57;147;144;163;211;4.258;5.908;5.822;8.077;438;474;3.032;4.275;625;811;58.493;58.761;279;334;76;76;467;484;319;372;66;82;46;58;43;55;12.037;15.723;2;3
2018;13. Puente de Vallecas;131. Entrevías;869;1.210;25;19;32;34;8;9;19;18;23;18;435;613;817;1.194;44;63;512;747;60;68;9.598;9.245;32;58;6;10;58;65;25;31;4;6;6;6;8;4;1.527;1.943;1;0
2018;13. Puente de Vallecas;132. San Diego;594;649;44;49;70;78;12;13;23;22;36;50;638;831;825;1.159;96;79;335;438;110;139;7.860;7.859;48;56;19;22;100;98;67;72;9;19;6;6;8;9;3.217;4.152;0;0
2018;13. Puente de Vallecas;133. Palomeras Bajas;643;793;50;56;51;68;9;9;29;33;31;46;791;1.140;991;1.382;70;103;470;622;112;154;11.158;11.444;51;48;17;14;76;89;52;83;19;18;10;9;9;10;1.612;2.184;0;0
2018;13. Puente de Vallecas;134. Palomeras Sureste;979;1.217;46;47;62;56;15;6;24;29;23;25;750;1.006;1.309;1.687;78;74;739;1.022;114;152;11.997;12.024;42;50;12;8;75;73;65;62;13;14;8;5;7;11;1.559;2.059;0;1
2018;13. Puente de Vallecas;135. Portazgo;522;712;31;38;28;58;10;5;18;16;18;23;508;812;767;1.090;37;46;377;628;57;97;7.530;7.600;40;45;4;8;58;57;38;42;5;11;2;8;4;7;1.322;1.694;0;0
2018;13. Puente de Vallecas;136. Numancia;748;862;59;55;72;89;18;15;34;26;32;49;1.136;1.506;1.113;1.565;113;109;599;818;172;201;10.350;10.589;66;77;18;14;100;102;72;82;16;14;14;24;7;14;2.800;3.691;1;2
2018;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;14. Moratalaz;14. Moratalaz;1.582;2.141;196;269;185;300;34;33;75;85;115;163;2.901;4.235;2.604;3.681;284;315;1.094;1.602;445;571;25.684;27.388;158;182;61;83;282;362;240;316;67;88;34;30;34;51;3.097;4.464;4;1
2018;14. Moratalaz;141. Pavones;162;220;17;15;15;22;1;3;9;7;11;19;221;345;225;337;21;30;135;166;39;47;2.553;2.761;16;18;3;11;22;34;23;30;7;5;0;5;4;6;250;357;0;1
2018;14. Moratalaz;142. Horcajo;79;91;12;11;10;12;2;4;6;8;4;9;155;195;128;154;20;25;54;63;28;22;2.230;2.313;4;6;3;4;21;16;19;21;1;1;3;1;1;1;147;238;0;0
2018;14. Moratalaz;143. Marroquina;482;639;67;79;71;118;10;9;18;25;34;57;967;1.357;802;1.035;96;93;281;417;142;179;7.878;8.268;52;63;28;30;102;112;66;106;22;33;11;10;16;20;643;946;0;0
2018;14. Moratalaz;144. Media Legua;282;365;46;77;28;50;6;11;19;17;14;25;603;914;548;786;49;57;217;316;92;114;4.741;4.982;34;36;13;20;57;71;51;56;22;24;6;7;6;10;549;751;2;0
2018;14. Moratalaz;145. Fontarrón;285;368;25;32;23;47;8;1;13;18;23;21;442;602;414;624;44;61;194;298;57;83;4.195;4.520;30;28;3;4;38;68;33;45;8;13;6;4;5;7;889;1.202;2;0
2018;14. Moratalaz;146. Vinateros;292;458;29;55;38;51;7;5;10;10;29;32;513;822;487;745;54;49;213;342;87;126;4.087;4.544;22;31;11;14;42;61;48;58;7;12;8;3;2;7;619;970;0;0
2018;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;15. Ciudad Lineal;15. Ciudad Lineal;3.719;4.724;636;772;704;892;120;132;243;278;475;585;6.698;9.852;4.635;6.702;815;915;1.773;2.707;1.457;1.897;50.292;53.528;535;543;191;298;775;973;860;1.064;153;244;46;88;75;104;10.516;15.072;5;2
2018;15. Ciudad Lineal;151. Ventas;692;966;105;122;126;177;22;21;37;46;71;97;1.604;2.407;1.161;1.716;123;126;437;704;240;331;10.282;10.923;74;85;43;57;137;153;114;133;21;45;5;17;11;24;2.680;4.057;0;0
2018;15. Ciudad Lineal;152. Pueblo Nuevo;906;1.187;95;119;123;174;26;21;46;46;86;100;2.017;2.780;1.534;2.097;158;145;616;891;275;368;13.606;13.997;93;109;24;31;132;174;142;155;26;27;12;17;14;12;3.920;5.262;1;1
2018;15. Ciudad Lineal;153. Quintana;420;527;59;81;75;86;8;10;25;23;36;65;688;1.098;481;798;72;97;182;286;151;184;5.035;5.538;57;51;18;18;84;124;71;93;16;31;3;6;6;12;1.420;2.114;0;1
2018;15. Ciudad Lineal;154. Concepción;394;539;71;88;87;101;14;11;32;31;57;64;573;992;480;716;60;108;159;256;141;210;4.826;5.216;55;48;15;30;96;113;76;137;19;32;3;18;12;21;862;1.310;0;0
2018;15. Ciudad Lineal;155. San Pascual;353;438;59;76;68;78;7;17;16;25;51;63;636;942;379;569;85;103;144;198;119;166;4.736;5.287;52;55;23;35;58;94;92;114;25;37;4;9;7;9;552;740;1;0
2018;15. Ciudad Lineal;156. San Juan Bautista;253;269;54;69;54;84;13;13;20;25;53;67;385;522;201;282;90;102;66;115;91;115;3.413;3.625;37;34;23;47;81;85;93;117;14;24;5;5;7;5;340;462;0;0
2018;15. Ciudad Lineal;157. Colina;139;143;31;41;36;44;6;3;10;22;17;14;195;295;90;128;54;52;29;73;47;67;1.626;1.853;31;31;14;18;37;45;60;63;5;9;3;1;2;3;195;292;1;0
2018;15. Ciudad Lineal;158. Atalaya;30;48;6;14;5;9;3;3;4;5;6;5;31;47;21;39;14;13;12;11;12;16;381;466;3;6;4;8;8;10;11;30;1;4;0;0;1;2;47;59;0;0
2018;15. Ciudad Lineal;159. Costillares;532;607;156;162;130;139;21;33;53;55;98;110;569;769;288;357;159;169;128;173;381;440;6.387;6.623;133;124;27;54;142;175;201;222;26;35;11;15;15;16;500;776;2;0
2018;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;16. Hortaleza;16. Hortaleza;3.648;4.229;672;745;693;789;123;93;278;309;418;473;5.845;7.436;3.526;4.546;944;916;1.587;2.326;1.455;1.634;54.211;55.061;496;503;220;267;870;845;992;1.118;156;204;61;59;74;77;6.056;8.132;1;2
2018;16. Hortaleza;161. Palomas;120;145;46;49;40;29;5;7;9;14;29;25;143;164;77;95;55;68;35;31;65;64;2.065;2.015;16;17;9;12;37;40;62;72;16;11;0;2;2;3;163;248;0;0
2018;16. Hortaleza;162. Piovera;249;298;74;79;62;72;18;10;21;29;26;43;361;383;191;219;118;113;61;79;102;114;4.012;4.124;40;47;28;39;94;100;144;147;21;27;5;6;13;12;435;662;0;0
