AÑO;DISTRITO;BARRIO;A Agricultura, ganadería, silvicultura y pesca;B Industrias extractivas;C Industria manufacturera;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;F Construcción;"G Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas";H Transporte y almacenamiento;I Hostelería;J Información y comunicaciones;K Actividades financieras y de seguros;L Actividades inmobiliarias;M Actividades profesionales, científicas y técnicas;N Actividades administrativas y servicios auxiliares;"O Administración Pública y defensa; Seguridad Social obligatoria";P Educación;Q Actividades sanitarias y de servicios sociales;R Actividades artísticas, recreativas y de entretenimiento;S Otros servicios;T Actividades empleos de personal doméstico y/o productora de servicios;U Actividades de organizaciones y organismos extraterritoriales;Z No consta
2020;06. Tetuán;065. Valdeacederas;8;5;366;14;39;526;1.546;502;1.193;1.136;337;88;1.002;1.208;360;734;864;198;324;1.126;11;16
2020;06. Tetuán;066. Berruguete;5;4;308;27;44;496;1.349;450;1.104;919;339;106;997;1.061;349;763;858;168;295;1.230;16;10
2020;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;;;;;;;;
2020;07. Chamberí;07. Chamberí;73;34;1.666;260;173;1.368;6.155;1.266;2.395;5.556;3.763;1.094;10.402;3.813;2.425;4.939;4.934;1.049;1.553;3.116;55;50
2020;07. Chamberí;071. Gaztambide;11;5;250;37;22;220;998;195;389;927;495;147;1.467;571;432;933;1.061;187;232;507;6;11
2020;07. Chamberí;072. Arapiles;8;7;324;40;35;258;1.088;265;492;1.073;589;156;1.726;713;484;945;912;187;249;455;10;10
2020;07. Chamberí;073. Trafalgar;8;4;341;40;26;235;1.211;248;533;1.157;671;173;1.978;719;459;923;850;226;308;457;12;2
2020;07. Chamberí;074. Almagro;26;7;192;26;14;212;793;141;325;596;679;277;1.624;497;207;536;444;141;253;666;8;9
2020;07. Chamberí;075. Ríos Rosas;8;8;327;70;43;272;1.262;292;470;1.134;860;213;2.184;842;442;844;890;183;289;596;12;12
2020;07. Chamberí;076. Vallehermoso;12;3;232;47;33;171;803;125;186;669;469;128;1.423;471;401;758;777;125;222;435;7;6
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;;;;;;;;
2020;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;71;41;3.572;482;314;3.520;12.641;3.791;4.252;10.543;6.505;1.365;13.043;8.257;4.077;8.056;9.449;1.648;2.276;3.811;89;117
2020;08. Fuencarral-El Pardo;081. El Pardo;2;0;28;0;6;25;150;37;81;75;41;12;92;165;287;96;72;28;29;26;0;1
2020;08. Fuencarral-El Pardo;082. Fuentelarreina;12;1;41;6;1;29;134;18;26;88;114;45;247;70;37;76;63;13;24;127;0;2
2020;08. Fuencarral-El Pardo;083. Peñagrande;10;8;636;55;50;620;2.228;702;803;1.618;922;238;2.076;1.496;759;1.418;1.813;319;452;670;13;20
2020;08. Fuencarral-El Pardo;084. Pilar;3;2;602;52;62;698;2.518;772;1.176;1.664;717;183;1.648;2.002;673;1.293;1.858;291;525;1.241;12;18
2020;08. Fuencarral-El Pardo;085. La Paz;10;2;440;52;32;309;1.411;422;362;1.294;790;154;1.797;716;560;1.124;1.463;213;263;271;14;12
2020;08. Fuencarral-El Pardo;086. Valverde;20;9;1.000;147;99;1.133;3.565;1.183;1.323;3.465;1.923;330;3.428;2.490;872;1.940;2.204;395;561;1.092;25;43
2020;08. Fuencarral-El Pardo;087. Mirasierra;7;11;505;100;33;412;1.602;401;292;1.375;1.194;253;2.428;835;538;1.328;1.337;243;272;307;18;12
2020;08. Fuencarral-El Pardo;088. El Goloso;7;8;320;70;31;294;1.033;256;189;964;804;150;1.327;483;351;781;639;146;150;77;7;9
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;;;;;;;;
2020;09. Moncloa-Aravaca;09. Moncloa-Aravaca;67;30;1.462;187;139;1.442;5.354;1.440;1.941;4.295;3.062;938;7.015;3.290;2.031;4.326;4.185;1.023;1.262;2.519;48;56
2020;09. Moncloa-Aravaca;091. Casa de Campo;8;2;154;15;16;137;544;168;205;551;259;55;682;363;336;646;563;163;116;133;4;6
2020;09. Moncloa-Aravaca;092. Argüelles;10;6;269;34;20;201;1.046;215;442;938;543;212;1.534;617;445;918;803;198;306;503;7;10
2020;09. Moncloa-Aravaca;093. Ciudad Universitaria;7;1;194;30;22;184;620;129;200;557;385;118;982;361;279;660;545;130;165;296;12;2
2020;09. Moncloa-Aravaca;094. Valdezarza;7;3;392;31;45;422;1.416;589;726;980;491;111;1.180;1.051;507;993;1.198;237;326;668;13;16
2020;09. Moncloa-Aravaca;095. Valdemarín;5;3;74;14;6;87;336;63;52;191;302;113;533;176;45;167;235;49;63;190;1;3
2020;09. Moncloa-Aravaca;096. El Plantío;8;1;35;6;1;59;123;29;15;93;94;33;187;65;23;91;97;18;30;87;0;1
2020;09. Moncloa-Aravaca;097. Aravaca;22;14;344;57;29;352;1.269;247;301;985;988;296;1.917;657;396;851;744;228;256;642;11;18
2020;10. Latina;10. Latina;;;;;;;;;;;;;;;;;;;;;;
2020;10. Latina;10. Latina;74;11;3.006;126;418;4.755;12.039;4.836;6.919;6.339;2.730;701;6.471;10.276;4.557;6.312;8.180;1.602;2.378;7.735;54;126
2020;10. Latina;101. Los Cármenes;7;0;227;12;35;402;983;403;480;472;189;49;440;803;355;418;621;134;209;414;2;14
2020;10. Latina;102. Puerta del Ángel;15;4;492;23;57;782;2.116;766;1.529;1.168;448;112;1.314;1.781;714;1.207;1.398;362;497;1.503;16;16
2020;10. Latina;103. Lucero;5;2;463;20;54;814;1.879;682;1.104;926;437;120;1.036;1.595;686;977;1.300;225;348;1.242;7;30
2020;10. Latina;104. Aluche;23;3;794;35;100;1.272;3.117;1.270;1.753;1.685;737;202;1.703;2.725;1.096;1.714;2.215;386;608;2.312;18;24
2020;10. Latina;105. Campamento;8;0;194;10;27;395;862;367;605;533;186;55;467;816;345;489;560;112;151;877;1;11
2020;10. Latina;106. Cuatro Vientos;1;0;121;5;16;124;376;148;129;243;174;28;249;260;208;210;260;50;65;50;3;2
2020;10. Latina;107. Águilas;15;2;715;21;129;966;2.706;1.200;1.319;1.312;559;135;1.262;2.296;1.153;1.297;1.826;333;500;1.337;7;29
2020;11. Carabanchel;11. Carabanchel;;;;;;;;;;;;;;;;;;;;;;
2020;11. Carabanchel;11. Carabanchel;79;12;3.753;142;424;6.278;14.289;6.050;8.363;5.995;2.600;781;6.282;12.275;4.068;6.066;9.139;1.672;2.858;8.284;65;159
2020;11. Carabanchel;111. Comillas;9;3;279;17;25;424;1.150;483;742;568;235;101;681;1.044;356;615;795;180;278;593;7;14
2020;11. Carabanchel;112. Opañel;14;3;499;21;45;697;1.843;676;1.187;816;347;107;895;1.499;468;846;1.227;243;416;1.151;11;20
2020;11. Carabanchel;113. San Isidro;12;2;529;18;71;973;2.133;843;1.352;942;346;104;984;1.933;531;898;1.317;274;431;1.350;11;26
2020;11. Carabanchel;114. Vista Alegre;8;1;591;16;61;1.194;2.422;994;1.602;882;348;143;971;2.176;673;1.006;1.565;299;485;1.899;9;25
2020;11. Carabanchel;115. Puerta Bonita;18;1;514;17;51;970;1.887;816;1.265;638;268;74;676;1.789;444;664;1.183;215;377;1.297;7;20
2020;11. Carabanchel;116. Buenavista;12;2;899;38;118;1.207;3.101;1.432;1.189;1.479;742;150;1.416;2.314;1.176;1.446;1.994;277;562;861;10;37
2020;11. Carabanchel;117. Abrantes;6;0;442;15;53;813;1.753;806;1.026;670;314;102;659;1.520;420;591;1.058;184;309;1.133;10;17
2020;12. Usera;12. Usera;;;;;;;;;;;;;;;;;;;;;;
2020;12. Usera;12. Usera;35;6;2.108;64;312;3.695;8.663;3.296;4.966;2.622;984;350;2.636;7.106;1.539;2.580;4.606;853;1.757;4.522;36;116
2020;12. Usera;121. Orcasitas;2;1;426;16;69;606;1.466;732;582;485;182;57;448;1.220;341;504;835;146;272;387;3;25
2020;12. Usera;122. Orcasur;3;0;206;3;57;367;874;306;404;264;93;40;234;831;129;246;455;65;164;318;7;13
2020;12. Usera;123. San Fermín;9;0;344;9;71;532;1.468;607;829;493;202;49;433;1.357;289;468;821;148;260;633;5;16
2020;12. Usera;124. Almendrales;4;1;320;14;28;572;1.329;431;956;419;153;52;476;1.046;226;366;731;138;245;816;6;15
2020;12. Usera;125. Moscardó;9;1;336;13;34;706;1.534;509;985;532;206;92;616;1.220;275;516;847;194;379;1.058;6;16
2020;12. Usera;126. Zofío;3;2;204;4;19;436;821;347;521;236;81;29;227;695;167;264;488;71;179;552;4;9
2020;12. Usera;127. Pradolongo;5;1;272;5;34;476;1.171;364;689;193;67;31;202;737;112;216;429;91;258;758;5;22
2020;13. Puente de Vallecas;13. Puente de Vallecas;;;;;;;;;;;;;;;;;;;;;;
2020;13. Puente de Vallecas;13. Puente de Vallecas;56;8;3.485;100;606;6.257;14.147;6.586;8.369;4.412;1.617;657;4.561;13.659;2.834;4.733;8.026;1.447;2.805;7.412;37;189
2020;13. Puente de Vallecas;131. Entrevías;9;0;476;9;129;1.054;2.078;981;974;456;136;86;467;2.135;287;484;1.078;160;372;1.071;7;37
2020;13. Puente de Vallecas;132. San Diego;12;2;469;9;73;1.254;2.392;1.054;1.918;712;253;123;758;2.602;365;674;1.319;265;503;1.817;5;24
2020;13. Puente de Vallecas;133. Palomeras Bajas;13;2;678;23;115;957;2.507;1.244;1.293;852;367;139;916;2.152;796;1.114;1.610;295;543;1.052;8;36
2020;13. Puente de Vallecas;134. Palomeras Sureste;9;2;797;25;126;1.070;2.905;1.304;1.352;955;350;115;874;2.608;564;927;1.548;264;490;1.001;8;36
2020;13. Puente de Vallecas;135. Portazgo;4;0;404;10;70;721;1.659;750;963;464;140;80;470;1.678;276;547;885;142;342;786;3;22
2020;13. Puente de Vallecas;136. Numancia;9;2;661;24;93;1.201;2.606;1.253;1.869;973;371;114;1.076;2.484;546;987;1.586;321;555;1.685;6;34
2020;14. Moratalaz;14. Moratalaz;;;;;;;;;;;;;;;;;;;;;;
2020;14. Moratalaz;14. Moratalaz;20;11;1.315;83;138;1.512;4.819;2.139;2.169;2.819;1.373;320;3.169;3.741;1.754;2.849;3.564;627;897;1.950;29;55
2020;14. Moratalaz;141. Pavones;4;1;127;9;19;130;418;211;215;243;115;20;259;374;204;249;319;52;83;139;2;7
2020;14. Moratalaz;142. Horcajo;1;2;119;12;10;97;375;179;130;272;155;29;290;221;190;264;278;51;73;59;2;4
2020;14. Moratalaz;143. Marroquina;6;3;409;34;34;369;1.416;573;464;940;486;106;1.071;929;546;929;1.051;188;261;446;7;14
2020;14. Moratalaz;144. Media Legua;2;1;239;11;20;280;893;360;352;485;244;61;576;649;302;518;655;109;162;325;4;11
2020;14. Moratalaz;145. Fontarrón;6;3;221;4;26;354;870;454;570;422;169;49;441;813;224;392;635;115;154;574;7;13
2020;14. Moratalaz;146. Vinateros;1;1;200;13;29;282;847;362;438;457;204;55;532;755;288;497;626;112;164;407;7;6
2020;15. Ciudad Lineal;15. Ciudad Lineal;;;;;;;;;;;;;;;;;;;;;;
2020;15. Ciudad Lineal;15. Ciudad Lineal;55;34;3.136;291;266;3.581;11.260;4.684;6.222;7.464;3.833;958;9.113;9.211;3.267;5.720;7.109;1.450;2.318;5.825;90;108
2020;15. Ciudad Lineal;151. Ventas;10;2;635;23;60;923;2.522;1.200;1.800;1.506;583;173;1.505;2.380;708;1.145;1.627;336;517;1.661;22;35
2020;15. Ciudad Lineal;152. Pueblo Nuevo;8;8;987;37;88;1.271;3.507;1.664;2.244;1.873;799;195;1.850;3.136;835;1.421;2.081;369;718;2.070;19;31
2020;15. Ciudad Lineal;153. Quintana;7;0;347;31;25;390;1.376;542;865;850;375;98;895;1.129;371;645;835;185;297;837;7;10
2020;15. Ciudad Lineal;154. Concepción;4;2;293;26;26;296;1.022;397;514;768;388;111;904;796;335;675;708;166;209;532;15;6
2020;15. Ciudad Lineal;155. San Pascual;7;1;246;27;18;249;887;317;353;718;370;88;895;652;297;511;586;114;194;271;8;11
2020;15. Ciudad Lineal;156. San Juan Bautista;6;4;202;32;18;132;578;176;148;576;386;92;903;339;217;386;389;93;115;112;7;4
2020;15. Ciudad Lineal;157. Colina;1;5;89;17;7;90;284;103;84;268;175;34;460;173;103;240;198;43;78;86;6;2
2020;15. Ciudad Lineal;158. Atalaya;0;0;18;3;2;18;72;16;14;58;48;15;103;40;20;42;36;14;21;16;1;0
2020;15. Ciudad Lineal;159. Costillares;12;12;319;95;22;212;1.012;269;200;847;709;152;1.598;566;381;655;649;130;169;240;5;9
2020;16. Hortaleza;16. Hortaleza;;;;;;;;;;;;;;;;;;;;;;
2020;16. Hortaleza;16. Hortaleza;54;57;3.203;469;234;2.977;10.965;4.128;3.746;8.258;4.959;1.174;9.971;6.877;2.834;5.546;6.218;1.259;1.789;2.653;85;76
2020;16. Hortaleza;161. Palomas;5;3;130;22;3;88;433;146;73;258;201;43;461;164;61;174;162;54;55;45;0;5
2020;16. Hortaleza;162. Piovera;2;4;252;45;14;225;811;241;150;560;544;210;1.082;408;194;350;391;97;126;216;8;5
2020;16. Hortaleza;163. Canillas;16;6;643;67;50;549;2.177;910;832;1.507;791;178;1.681;1.406;715;1.216;1.234;249;416;569;17;19
2020;16. Hortaleza;164. Pinar del Rey;11;6;779;64;66;842;2.925;1.235;1.425;1.694;806;209;1.972;2.294;628;1.374;1.769;362;511;1.149;26;18
2020;16. Hortaleza;165. Apóstol Santiago;7;1;219;18;18;261;789;351;409;545;217;51;561;625;289;449;492;107;174;326;8;6
2020;16. Hortaleza;166. Valdefuentes;13;37;1.180;253;83;1.012;3.830;1.245;857;3.694;2.400;483;4.214;1.980;947;1.983;2.170;390;507;348;26;23
2020;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;;;;;;;
2020;17. Villaverde;17. Villaverde;36;6;2.668;72;383;4.160;8.779;4.200;4.873;2.936;1.218;392;2.784;8.366;1.858;2.790;5.224;739;1.591;4.903;35;119
2020;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;8;2;878;21;140;1.355;2.716;1.228;1.415;749;305;114;753;2.600;494;746;1.592;214;451;1.499;6;32
2020;17. Villaverde;172. San Cristóbal;1;1;180;0;25;524;678;373;741;125;38;29;108;999;84;97;394;58;139;713;7;19
2020;17. Villaverde;173. Butarque;6;1;447;13;58;547;1.400;662;594;615;269;70;545;1.156;346;503;764;91;245;452;9;19
2020;17. Villaverde;174. Los Rosales;13;1;657;26;84;1.016;2.235;1.114;1.194;816;319;101;759;2.052;576;804;1.370;214;418;1.350;4;24
2020;17. Villaverde;175. Ángeles;8;1;506;12;76;718;1.750;823;929;631;287;78;619;1.559;358;640;1.104;162;338;889;9;25
2020;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;;;;;;;
2020;18. Villa de Vallecas;18. Villa de Vallecas;42;16;2.393;98;426;2.754;7.788;3.533;2.988;3.816;1.880;459;3.679;5.978;2.005;3.230;4.584;737;1.444;1.974;28;78
2020;18. Villa de Vallecas;181. Casco Histórico de Vallecas;18;1;699;13;211;1.106;2.500;1.111;1.290;711;271;123;749;2.358;437;722;1.336;211;491;983;9;33
2020;18. Villa de Vallecas;182. Santa Eugenia;8;1;464;20;51;521;1.493;637;546;724;387;93;783;1.067;414;755;959;178;278;538;9;10
2020;18. Villa de Vallecas;183. Ensanche de Vallecas;16;14;1.230;65;164;1.127;3.795;1.785;1.152;2.381;1.222;243;2.147;2.553;1.154;1.753;2.289;348;675;453;10;35
2020;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;;;;;;;
2020;19. Vicálvaro;19. Vicálvaro;22;4;1.503;56;192;1.706;4.724;2.444;1.739;2.300;1.063;230;2.280;3.510;1.442;1.976;2.700;427;863;1.440;12;43
2020;19. Vicálvaro;191. Casco Histórico de Vicálvaro;12;1;645;20;83;1.021;2.268;1.082;1.084;684;281;76;718;1.999;341;598;1.038;167;381;1.123;3;27
2020;19. Vicálvaro;192. Valdebernardo;3;0;340;9;47;271;1.034;582;360;618;300;57;628;658;584;651;815;138;225;207;4;11
2020;19. Vicálvaro;193. Valderribas;7;2;469;27;56;363;1.285;672;270;918;453;85;864;755;478;672;780;113;234;95;5;5
2020;19. Vicálvaro;194. El Cañaveral;0;1;49;0;6;51;137;108;25;80;29;12;70;98;39;55;67;9;23;15;0;0
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;;;;;;;
2020;20. San Blas-Canillejas;20. San Blas-Canillejas;35;12;3.276;156;271;3.018;9.601;5.115;4.308;5.706;2.482;584;5.506;7.831;2.496;3.968;5.203;1.011;1.664;3.154;44;99
2020;20. San Blas-Canillejas;201. Simancas;7;2;532;30;31;555;1.655;777;892;1.073;429;88;1.002;1.580;333;607;886;175;314;814;8;23
2020;20. San Blas-Canillejas;202. Hellín;1;0;171;2;15;178;543;327;304;171;61;16;173;577;93;178;313;49;82;220;0;4
2020;20. San Blas-Canillejas;203. Amposta;0;0;129;6;10;219;460;254;366;153;50;22;139;576;80;103;234;42;82;275;0;2
2020;20. San Blas-Canillejas;204. Arcos;12;0;480;14;56;490;1.533;757;771;679;300;75;632;1.429;332;526;817;128;297;500;8;23
2020;20. San Blas-Canillejas;205. Rosas;4;1;759;45;58;507;1.933;1.102;525;1.487;732;125;1.340;1.154;859;1.143;1.240;222;358;287;8;17
2020;20. San Blas-Canillejas;206. Rejas;2;0;424;23;30;295;1.184;745;405;867;366;102;816;732;215;458;493;118;159;199;9;4
2020;20. San Blas-Canillejas;207. Canillejas;6;2;566;21;59;616;1.657;905;879;745;308;95;792;1.423;362;598;833;164;274;761;5;21
2020;20. San Blas-Canillejas;208. El Salvador;3;7;215;15;12;158;636;248;166;531;236;61;612;360;222;355;387;113;98;98;6;5
2020;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;;;;;;;
2020;21. Barajas;21. Barajas;14;13;935;116;51;689;2.820;2.398;1.273;2.017;1.047;216;2.210;1.987;642;1.369;1.347;319;454;442;15;21
2020;21. Barajas;211. Alameda de Osuna;4;6;339;49;17;186;980;684;251;932;436;70;947;531;284;615;530;125;159;114;6;6
2020;21. Barajas;212. Aeropuerto;0;0;27;1;2;38;94;81;81;23;12;5;25;123;14;25;26;8;23;70;1;2
2020;21. Barajas;213. Casco Histórico de Barajas;1;1;127;2;6;136;462;542;436;159;67;25;174;469;54;132;160;29;87;131;2;5
2020;21. Barajas;214. Timón;7;2;285;30;18;203;799;740;414;535;283;64;586;632;175;377;426;95;121;98;4;4
2020;21. Barajas;215. Corralejos;2;4;157;34;8;126;485;351;91;368;249;52;478;232;115;220;205;62;64;29;2;4
